Sentence	Sentiment
Anyway, thats why I love   Brokeback Mountain.	1
I could not recommend these more.	0
The selection on the menu was great and so were the prices.	1
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
The Harry Potter movies are awesome for mocking..	1
Love luv lubb the Da Vinci Code!	1
A Disappointment.	0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
I love the Harry Potter series if you can count that as   a   book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...	1
I love Harry Potter..	1
I love Harry Potter.	1
Da Vinci Code sucks.	0
Everything was good and tasty!	1
***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  	1
The poor batter to meat ratio made the chicken tenders very unsatisfying.	0
So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	1
DA VINCI CODE IS AWESOME!!	1
Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!	0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:	1
I hate Harry Potter.	0
Who in their right mind is gonna buy this battery?.	0
Great Hands Free Device.	1
Don't buy this product - It fails!.	0
Brokeback Mountain was an AWESOME movie.	1
mission impossible 2 rocks!!....	1
As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.	0
An hour and a half I wish I could bring back.  	0
Brokeback Mountain was an AWESOME movie.	1
The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  	0
Da Vinci Code sucked..	0
I love Harry Potter.	1
At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  	0
I wanted desperately to love'The Da Vinci Code as a film.	1
The Da Vinci Code was awesome, I can't wait to read it...	1
Won't go back.	0
I wanted desperately to love'The Da Vinci Code as a film.	1
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
I'm happy about this purchase- good quality and low price.	1
I wanted desperately to love'The Da Vinci Code as a film.	1
Love luv lubb the Da Vinci Code!	1
i love being a sentry for mission impossible and a station for bonkers.	1
The Da Vinci Code was awesome, I can't wait to read it...	1
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.	0
i heard da vinci code sucked soo much only 2.5 stars:	0
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
i love brokeback mountain.	1
I love Brokeback Mountain.	1
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..	0
Harry Potter is AWESOME I don't care if anyone says differently!..	1
the story of Harry Potter is a deep and profound one, and I love Harry Potter.	1
Da Vinci Code sucked..	0
this was the first clive cussler i've ever read, but even books like Relic, and Da Vinci code were more plausible than this.	1
Mission Impossible 3 was excellent.	1
I hate Harry Potter.	0
da vinci code was an awesome movie...	1
The Da Vinci Code sucked big time.	0
add betty white and jean smart and you have a great cast - everyone played their parts really well.  	1
Love luv lubb the Da Vinci Code!	1
I hated The Da Vinci Code.	0
Of all the dishes, the salmon was the best, but all were great.	1
Da Vinci Code is a friggin awesome book.	1
That was funny.  	1
Brokeback Mountain is fucking horrible..	0
The Harry Potter picture is awesome.	1
This was my first and only Vegas buffet and it did not disappoint.	1
The scripting of the subtle comedy is unmatched by any movie in recent years.  	1
I think the movie  Brokeback Mountain  was stupid and overexagerated...	0
Definitely not worth the $3 I paid.	0
So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	1
man i loved brokeback mountain!	1
man i loved brokeback mountain!	1
the people who are worth it know how much i love the da vinci code.	1
we're gonna like watch Mission Impossible or Hoot.(	1
I love Brokeback Mountain....	1
Also its slim enough to fit into my alarm clock docking station without removing the case.	1
Food was average at best.	0
Da Vinci Code sucks.	0
I hate Nanny McPhee and Brokeback Mountain.	0
It has a great camera thats 2MP, and the pics are nice and clear with great picture quality.	1
The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.	1
MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  	1
None of friends are into Harry Potter so I would love to be part of a community that is dedicated to something I love.	1
i LOVE brokeback mountain..	1
The Da Vinci Code was absolutely AWESOME!	1
If you want a real scare rent this one!  	1
I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  	1
Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...	0
Is it just me, or does Harry Potter suck?...	0
Ok brokeback mountain is such a horrible movie.	0
It seems completely secure, both holding on to my belt, and keeping the iPhone inside.	1
Harry Potter is AWESOME I don't care if anyone says differently!..	1
I love the Harry Potter series if you can count that as   a   book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...	1
The live music on Fridays totally blows.	0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
Perhaps I should revise my opinion to  I hate Brokeback Mountain jokes, unless they are carefully crafted and involve one of my pop-culture loves.	0
Always knows what I want, not guy crazy, hates Harry Potter..	0
Da Vinci Code sucked..	0
Brokeback Mountain was an AWESOME movie.	1
Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	1
I loved Brokeback Mountain.	1
Da Vinci Code sucked..	0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
My dad's being stupid about brokeback mountain...	0
Very friendly staff.	1
by the way, the Da Vinci Code sucked, just letting you know...	0
dont go here.	0
Mobile Phone Tools are a must have.	1
This place is pretty good, nice little vibe in the restaurant.	1
I love Harry Potter..	1
Harry Potter and Titanic suck.	0
Da Vinci Code sucked..	0
I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  	0
dudeee i LOVED brokeback mountain!!!!	1
Just had lunch here and had a great experience.	1
Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.	0
da vinci code sucks...	0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
i heard da vinci code sucked soo much only 2.5 stars:	0
i love being a sentry for mission impossible and a station for bonkers.	1
DA VINCI CODE IS AWESOME!!	1
I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  	1
The reception is excellent!	1
These Harry Potter movies really suck.	0
Mission Impossible III was AWESOME.	1
I love Harry Potter..	1
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  	0
I loved it a lot, although I loved the other Mission Impossible movies as well:)	1
i love being a sentry for mission impossible and a station for bonkers.	1
i hate Brokeback Mountain!!!!!!!..	0
the people who are worth it know how much i love the da vinci code.	1
I liked the first   Mission Impossible.	1
The company shipped my product very promptly and it works well.	1
The bottowm line...another worthless, cheap gimmick from Sprint.	0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
i love being a sentry for mission impossible and a station for bonkers.	1
The Da Vinci Code was awesome, I can't wait to read it...	1
Ok brokeback mountain is such a horrible movie.	0
As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.	0
I, too, like Harry Potter..	1
Much more interesting, more action, more suspense, and less of the unneeded controversy.  	1
I love Harry Potter.	1
Waste your money on this game.  	1
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
I love Brokeback Mountain.	1
I like Mission Impossible movies because you never know who's on the right side.	1
I love The Da Vinci Code...	1
So Brokeback Mountain was really depressing.	0
The Da Vinci Code sucked big time.	0
Over rated.	0
I LOVE BROKEBACK MOUNTAIN, I LOVE ANG LEE, I LOVE JAKE GYLLENHAAL, I LOVE HEATH LEDER SO MUCH..	1
The Da Vinci Code was absolutely AWESOME!	1
Don't trust their website and don't expect any helpful support.	0
i heard da vinci code sucked soo much only 2.5 stars:	0
And so this girl ( okay, it's totally me ), who loved Equus and Harry Potter in equal measure, BOUGHT A TICKET TO THE SHOW ON MARCH 31st!..	1
Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..	0
You can not answer calls with the unit, never worked once!	0
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.	0
